gene,gene_effect,z_score,mean,stddev
BORA,-1.715339979601556,-2.6433666593651877,-0.8110448881696232,0.34209975684913196
SBK2,-0.48544225497247817,-2.643028856883838,-0.059855065889770145,0.1610225283671251
GCN1,-1.3734392815889063,-2.6388585668211357,-0.5410281074227399,0.3154436484896267
WDR47,-0.44769201668906133,-2.63656564108447,-0.13225525660304874,0.11963925918274025
TUBGCP5,-1.7634129390069437,-2.6297760808128126,-1.057313521543684,0.26850172629337254
NFATC4,-0.3359408336503932,-2.6291562340118246,-0.016445694741079736,0.12152002789951985
ADPRH,-0.46233355999220493,-2.625955743004994,-0.05901733873592181,0.1535883543851166
HAUS7,-2.566456872519854,-2.624036386780388,-1.3982202021486332,0.445205972088143
ZCCHC3,-0.2662858633858559,-2.6194913196495877,0.0904054950827207,0.13616817730714664
PRSS22,-0.3177340607982359,-2.582705031446751,-0.0072141389854157145,0.12023050175376651
EPB41L2,-0.280313645486065,-2.577910052046092,0.005097097949732463,0.11071400385334099
POGZ,-0.8587663571861317,-2.577097886286035,-0.3594338921128742,0.19375766350608695
CDH26,-0.40152461434939973,-2.5721369921279855,-0.03406755206088461,0.14286061100676825
PCDHA11,-0.49797087171183824,-2.565055705796623,-0.03964852885217556,0.17867929410808747
CFB,-0.49115932943154617,-2.546235571882215,-0.1767961567680442,0.12346193578276031
ZMYND10,-0.47567140777564426,-2.53305061999825,-0.15978919454039883,0.1247042639974813
SRSF1,-2.478937206465207,-2.524528511468898,-1.596550817359514,0.3495252222730002
GOT2,-0.7655569345440374,-2.521364657434667,-0.2686445131014104,0.19708074354790264
TLR2,-0.2243486925657696,-2.516998833714675,0.019079796598532022,0.09671378703224956
RGS16,-0.23271951726412357,-2.5153631592729626,0.020726081574805804,0.10075904861077196
GJA1,-0.4613249602539934,-2.506033958698225,-0.12353530423616418,0.13479053420062037
HOXC10,-0.717027483227496,-2.499452044164436,-0.35626237390535365,0.14433767999847572
PLA2G3,-0.34683101202064054,-2.4936897289387323,-0.037980068293858714,0.12385299588101646
CCDC7,-0.17085297179381098,-2.4935466653538043,0.08271351070414718,0.1016890864811548
FBLIM1,-1.0191213388946998,-2.4881363649540975,-0.49151326704872916,0.2120494998897314
EIF4G2,-1.5077161318835497,-2.4805407818689282,-0.7355790910996969,0.31127770461491755
ABCA3,-0.28531904468853864,-2.479911847486387,0.007404846639980657,0.11803802285360313
AAAS,-0.8458923963496345,-2.477498836960335,-0.30169312004227233,0.21965672321971502
MYO3B,-0.4015942743809304,-2.4734978651306156,-0.1236502922485907,0.1123687980695559
LRRC1,-0.5601056682747403,-2.472195855558334,-0.1886576861310696,0.15025022443449607
DYNLL1,-1.459803551794451,-2.4710651535959998,-0.6101967756521948,0.3438220861582189
TAF9,-0.4079170559188696,-2.455844134859036,-0.0901110383346842,0.12940805691743434
GALNT10,-0.31572764046864776,-2.4392420380766433,0.015530641177934842,0.1358037769420298
EDNRA,-0.1823552007849415,-2.4346606674846885,0.1115309898754097,0.12070930236203008
NPPC,-0.4173022311782367,-2.4303467842916393,-0.09182762768332156,0.13392105422921347
TUBA1C,-1.8199151596524987,-2.4291838045607044,-0.9074717822551239,0.37561726522476213
DISP3,-0.18310456161662575,-2.4280954931299674,0.1063606833117604,0.11921493439916044
CDH2,-0.8077213652833644,-2.427498822557985,-0.14074958993210693,0.27475678634868855
C10orf105,-0.3498151939258957,-2.4268430414980564,-0.02884020169554989,0.13226030144587037
F2R,-0.5137634816420933,-2.425037453427106,-0.1305425457385087,0.1580268112403831
RIOX2,-0.4095443659588825,-2.4174481898317177,-0.11023207195496869,0.12381332318222273
ZC3H8,-1.3653192908195453,-2.4129164689645424,-0.7844962374668843,0.240714115396589
OR11H4,-0.39649128984374105,-2.4104373779264074,-0.10823579745176402,0.11958638504019152
DAAM2,-0.4300361690492431,-2.4092680027488416,0.058465468414985504,0.20275935965068032
WDTC1,-0.6652892994245918,-2.399587526509421,-0.3055669447404211,0.14991007859064998
ATF4,-1.550608310576898,-2.399260147266118,-0.7216137157719248,0.3455209289203535
SH3TC2,-0.22848800741391007,-2.395739528930339,0.03618917758742742,0.1104782810506582
GPN3,-2.0389952059090053,-2.3956674586388624,-1.2080723736553667,0.34684397838994774
MSTO1,-2.169930179910885,-2.3923115434293436,-0.9673258791582975,0.5026955222682544
STMN1,-0.47145554970534254,-2.3916410681086475,-0.03816329695552891,0.18116943153701107
FERMT2,-2.070613441837914,-2.3860262281407083,-0.6868110831597823,0.5799610843994991
PFKFB4,-0.5273494504373397,-2.380886580161848,-0.2174178281761016,0.1301748789058946
